1 qid:1 1:0.19827429795993756 2:-0.01826206474862623 3:0.0526387506034165 4:0.016059123166913762 5:0.04819064731508985 6:0.05941760298604666 7:0.04503732750494093 8:-0.025924403326479654 9:-0.05703327984791534 10:0.05906895528986037 11:-0.015003660446782162 12:0.039368650433561664 13:0.01717477005940234 14:0.05470395290532399 15:-0.03317873051066403 16:0.016212646683162645 17:0.024982096888567073 18:0.00751641519207066 19:-0.01035013795197674 20:-0.07991731495661156
2 qid:1 1:0.23030180227748165 2:-0.047327068678493414 3:-0.0012778812632611054 4:0.05964593021414805 5:0.11807984930390106 6:0.10711604012969732 7:0.05691839865327961 8:-0.076605047538802 9:-0.03217751211747181 10:0.031113038672560857 11:-0.013859171095789363 12:0.029297925575389454 13:0.02669831898887036 14:0.093726810989351 15:-0.03390318358096499 16:0.0071312668930953865 17:0.005231126663677753 18:0.03386101224536803 19:-0.007984428425590006 20:-0.036641097222320736
2 qid:2 1:0.22439697452222412 2:-0.05648808685255696 3:-0.016601669597333016 4:0.06566485701481109 5:0.09916413424789916 6:0.10764776350422543 7:0.04875988273570031 8:-0.0727093430835445 9:-0.046240191256227275 10:0.02574693505881092 11:-0.01660492691435319 12:0.025230618947024736 13:-0.004610101337999354 14:0.09077478426781277 15:-0.011953642474806313 16:0.0066597710115695 17:-0.0049246942224614 18:0.038256039768578554 19:-0.014401310456424109 20:-0.03362926607140208
1 qid:2 1:0.14995683489317496 2:-0.036653758636269046 3:0.009713861396478654 4:0.04144511500599274 5:0.11500524900831308 6:0.07922678125551495 7:0.03266060589048178 8:-0.07069174562613695 9:-0.07294687895653507 10:0.038841142334813464 11:0.024212413446071175 12:0.02655039115427556 13:0.006384172112837794 14:0.06810368816996913 15:0.0007615464705985793 16:0.019367808772941062 17:-0.01706182536750164 18:0.04054320734606996 19:0.003923071767619973 20:-0.03598769037654701
1 qid:3 1:0.19331714856765647 2:-0.014563637479985582 3:0.014122509127768242 4:0.04346829036496047 5:0.06305831547552274 6:0.07222332081638128 7:0.038015223685119 8:-0.03534542796399563 9:-0.022940393174071733 10:0.004307276559913718 11:0.007642524380359169 12:0.04119195417393037 13:0.0008182562913473575 14:0.059698813721896 15:-0.02215163360022719 16:-0.017905413188217062 17:-0.003050232652967569 18:0.049492961534675854 19:-0.03616780807584998 20:-0.03390283201969954
2 qid:3 1:0.19967287564729463 2:-0.02546736719971686 3:-0.017873412270124168 4:0.05909924153116092 5:0.11386655854112249 6:0.09781343331046569 7:0.03737096936027072 8:-0.0713067349025974 9:-0.02558128852637608 10:0.03908164100143295 11:-0.01907021540028672 12:0.015988265933485457 13:0.017591164592466887 14:0.1114054948093144 15:-0.015740921028433125 16:0.027322615140356526 17:0.015841347965139113 18:0.03144770310563571 19:0.0005072449541322164 20:-0.044296347942860366
2 qid:4 1:0.23411883263355854 2:-0.037844250099623 3:-0.03641706983025511 4:0.05013088873259261 5:0.0970514055571193 6:0.10796050915664815 7:0.023925923286470474 8:-0.07653402720646088 9:-0.03504247840225324 10:0.004249934961535532 11:-0.020137879254905212 12:0.05491756823620034 13:0.0240088317816763 14:0.07730614928993049 15:-0.030416549657680737 16:0.011694545670320534 17:0.026280912474217353 18:0.03003954745691099 19:-0.020183753722657877 20:-0.05099093834505502
1 qid:4 1:0.12529279374745514 2:0.02084038378168909 3:0.0013033498619812903 4:0.0018741296999357573 5:0.10056435990831034 6:0.10913997459612912 7:0.059776408428478214 8:-0.07563115636667951 9:-0.05855853444695314 10:0.06492557235850543 11:-0.01358083506968042 12:0.0057842427480349415 13:0.010858848615346962 14:0.08756805356476063 15:-0.02783756672404916 16:0.011239354870418935 17:0.013985986445676987 18:0.06202451071179779 19:-0.009688279708228234 20:-0.0438241406251256
1 qid:5 1:0.1669177953993632 2:-0.018065101006760297 3:0.00442862720190859 4:0.04092104513323737 5:0.0864572254131887 6:0.08966681862447912 7:0.021042865650980826 8:-0.060628238503438465 9:-0.041990212133723975 10:0.05180832480947116 11:-0.03681418645489753 12:0.007731314887851412 13:0.053036612830554664 14:0.10767285171402016 15:-0.010361741089930135 16:0.007807398436396795 17:-0.014365481527456831 18:0.016269834289756722 19:0.0020641406922409754 20:-0.03818262988148524
2 qid:5 1:0.1917356477374474 2:-0.01099206022535305 3:-0.012182511132630516 4:0.0670300159480457 5:0.10233173637582899 6:0.10611680058911507 7:0.05274140604300845 8:-0.06974171856566144 9:-0.10585099908530196 10:0.04409938970672799 11:0.006663368771155248 12:0.0425830457749168 13:0.013688001572833456 14:0.07838708724056195 15:-0.03013126915144209 16:0.005328904945259149 17:0.014133571659389828 18:0.0447238602644683 19:-0.020907998264698455 20:-0.07603654160653064
2 qid:6 1:-0.07387065042310152 2:0.020364304191965985 3:-0.09946116807463493 4:0.02398289872070173 5:-0.020462539217571636 6:-0.03536592287294284 7:0.02695834749572695 8:-0.053420596915870144 9:0.19033681355540766 10:0.04982491866867388 11:-0.07711070849935693 12:-0.05231603302346388 13:0.1342567794701098 14:0.021460934732251087 15:-0.04592786804153356 16:-0.045886666799012085 17:-0.06462348054825584 18:-0.0373213411384897 19:-0.015323897776901935 20:0.00889789872926412
1 qid:6 1:-0.04931184412484006 2:-0.009178180638052497 3:-0.11184949729339005 4:0.03848047993291842 5:-0.024815228712904973 6:-0.04463870066376691 7:0.03353441973740337 8:-0.0335825455415064 9:0.19972611255221465 10:0.07872391241986604 11:-0.05015628940709697 12:-0.025503151030119568 13:0.16179980143647255 14:0.03491861812868713 15:-0.05112889889244979 16:-0.03059616382394654 17:-0.06062517910869018 18:-0.04195273543023238 19:-0.006001407131578889 20:-0.008765989958727063
2 qid:7 1:-0.02680108693878274 2:-0.007166617822138238 3:-0.10614565821924107 4:0.04868635083205317 5:-0.00862015942009179 6:-0.060399184731312505 7:0.06401046345766286 8:-0.030995912259416034 9:0.19214322532083655 10:0.08127069954129838 11:-0.07380208188074269 12:-0.05156560596074351 13:0.14367341991714314 14:0.01971162282700574 15:-0.06918917877063342 16:-0.039350311561661536 17:-0.0707129962676 18:-0.06557704784302704 19:-0.019511949873782457 20:0.0012217655158851593
1 qid:7 1:-0.02680108693878274 2:-0.007166617822138238 3:-0.10614565821924107 4:0.04868635083205317 5:-0.00862015942009179 6:-0.060399184731312505 7:0.06401046345766286 8:-0.030995912259416034 9:0.19214322532083655 10:0.08127069954129838 11:-0.07380208188074269 12:-0.05156560596074351 13:0.14367341991714314 14:0.01971162282700574 15:-0.06918917877063342 16:-0.039350311561661536 17:-0.0707129962676 18:-0.06557704784302704 19:-0.019511949873782457 20:0.0012217655158851593
2 qid:8 1:-0.02924464426553563 2:-0.016597519725996997 3:-0.1572393496505839 4:0.06712833526699638 5:-0.03187737264961382 6:-0.026192123652108313 7:0.012614285236478687 8:-0.014738860831544631 9:0.12725592532168312 10:0.07590180504639504 11:-0.03949444464027672 12:-0.042552545125464185 13:0.1459202099570946 14:0.0009666010583791566 15:-0.06185343287224142 16:-0.07033287430471764 17:-0.05998815981867446 18:-0.054868375545824306 19:-0.048254077661252344 20:0.027205942867551982
1 qid:8 1:-0.05048038508523209 2:-0.05921491994068201 3:-0.0754370160636174 4:-0.0006733891543667381 5:-0.0005131934730065414 6:-0.053287419557063544 7:-0.008531754562379246 8:-0.03623553005150391 9:0.17137406949637524 10:0.02506808789136372 11:-0.07595349996272202 12:-0.051411175614182 13:0.09989613861152657 14:0.027677865819054535 15:-0.03564148749113115 16:-0.015678114976591016 17:-0.04167483650950449 18:-0.006292740364064868 19:-0.024383782712544547 20:0.001859104899109343
2 qid:9 1:-0.06831194077525464 2:-0.07628390578828713 3:-0.13099275844327274 4:0.011340581486877312 5:-0.008074824935042661 6:-0.07091480203854239 7:-0.01937574989799073 8:-0.06001075752223316 9:0.12981422944855772 10:0.03266294337282735 11:-0.03963866448438635 12:-0.0651340407131057 13:0.09130602075431785 14:0.003697948134857666 15:-0.01341466142446266 16:-0.01372382096722008 17:-0.05592761361831621 18:0.02073153252569101 19:-0.014271769721460896 20:-0.018818751119702604
1 qid:9 1:-0.07519645612694181 2:0.00026686966736103046 3:-0.10200758361346074 4:0.053906113004678624 5:0.003247788889564167 6:0.0036245253565484747 7:-0.012060013694848385 8:-0.05087548229068159 9:0.13049706770183123 10:0.04134318931180046 11:-0.02468718784643617 12:-0.031776296735298214 13:0.10271087737052675 14:0.007878188745878634 15:-0.04585426538573283 16:-0.06245111288156667 17:-0.03867750581751411 18:-0.015701388442112954 19:-0.021753340121448222 20:0.01628449910327299
1 qid:10 1:-0.07269494858344062 2:0.041875731414668466 3:-0.1116752742576287 4:0.028220859474240648 5:-0.0744213207632694 6:-0.021335147266925113 7:0.019931586185390253 8:-0.014342532708864783 9:0.0852611167104552 10:-0.0029667617427428794 11:-0.03175120885982306 12:-0.03521942597742142 13:0.08853544712698774 14:-0.00460970366319044 15:-0.03751045228091045 16:-0.04337188763929126 17:-0.043819564906963954 18:-0.015056861609372757 19:0.0035360988337474666 20:-0.02099085810649543
2 qid:10 1:-0.0007934324584215266 2:-0.0300539114399664 3:-0.1227183394741382 4:0.04171983931343167 5:-0.03768343875920311 6:-0.033774062288951134 7:0.07439212825616622 8:-0.017742132047680832 9:0.13868672385871061 10:0.08783180304370133 11:-0.04524550180818907 12:-0.056249335341185036 13:0.11139458398260277 14:0.04941840247769044 15:-0.054241420377070144 16:-0.030577915476305353 17:-0.054293874004396205 18:-0.07740957077807786 19:-0.028171593097900155 20:0.04290708593040471
1 qid:11 1:-0.03677973859000627 2:-0.023327737698649004 3:0.1142658243009435 4:0.05786875041575187 5:0.04806188474485328 6:-0.08690390509243776 7:-0.003873007380416723 8:0.03081772079119776 9:-0.12973550958266755 10:-0.006555603032554917 11:-0.09409568574733451 12:-0.024177743305945104 13:0.05745562939851656 14:0.029085714195696038 15:-0.06340712568695125 16:-0.021193756109688343 17:-0.007579481819233153 18:0.015211067584356114 19:0.10042038911848339 20:-0.022486167009673402
2 qid:11 1:-0.04824995916675599 2:-0.06130931111274068 3:0.12237177982935755 4:0.09366529939162718 5:0.08382097830109178 6:-0.08563889889265919 7:-0.030112404400130098 8:0.020827996551483707 9:-0.13501269667458748 10:-0.007099452637209292 11:-0.1273497433192666 12:-0.022149372452544502 13:0.06746456137617128 14:0.01436412469777161 15:-0.07213591387274564 16:-0.014113111265953673 17:-0.003260741534084821 18:0.027502312935918757 19:0.10100450406019029 20:-0.016475057494602104
1 qid:12 1:-0.040967696727548734 2:-0.04114196072765076 3:0.13849377442387056 4:0.07107460289008792 5:0.05404972216587724 6:-0.08755049457236129 7:-0.00406520381671241 8:0.046739612143853256 9:-0.11814579773113892 10:-0.004048542753184025 11:-0.11110607141559875 12:-0.035233802560975774 13:0.0626189365619854 14:0.026354314816700482 15:-0.05104805637221291 16:-0.017084669579336156 17:-0.009943559573840464 18:0.014224991892855376 19:0.11820765043298226 20:-0.009787288102537775
2 qid:12 1:-0.032547463529721335 2:-0.06503078328076004 3:0.0887249059882162 4:0.1126688323156119 5:0.0537673730259721 6:-0.0901903604931622 7:-0.017484058076733887 8:0.004642519773367947 9:-0.1285457780817231 10:-0.0025799672605865812 11:-0.09977428957486187 12:-0.03691281784379658 13:0.05531366970699176 14:0.020477809828574736 15:-0.06394609947349872 16:-0.017269075024138138 17:-0.00232946568310175 18:0.03047577844926291 19:0.08812221326832412 20:1.8763245894436523e-05
1 qid:13 1:-0.06453995278566922 2:-0.031540026481172004 3:0.11815958114698094 4:0.03737741303648546 5:0.07883610561035498 6:-0.09269389846261102 7:-0.0176318652019603 8:0.03375573176543602 9:-0.1055092211144274 10:-0.0035516256394710535 11:-0.08662369000137415 12:-0.014312654192718866 13:0.04083410904074638 14:0.036520505661622224 15:-0.03296445104657931 16:-0.01845236852436063 17:-0.00688098528586394 18:0.012998865245928037 19:0.07402951612989843 20:-0.04247465249093846
2 qid:13 1:-0.0491682999746976 2:-0.04558084501671064 3:0.12287536567761762 4:0.08621273494123326 5:0.05152409341787094 6:-0.08522602756961213 7:-0.030434632486911944 8:0.03607262337568874 9:-0.1447428736505607 10:0.01349753284649094 11:-0.08803704194297807 12:-0.03825046192744209 13:0.05235987517932953 14:0.03559227731674511 15:-0.03660186153265516 16:-0.005765025672764721 17:-0.0044173160498318445 18:0.014746574692341908 19:0.07298825401897033 20:-0.01594165166671498
2 qid:14 1:-0.029373879953665673 2:-0.06382251748757287 3:0.09762351676090564 4:0.030060688538198405 5:0.0582150868921104 6:-0.07188194714985047 7:-0.0003147626289107126 8:-0.031142637813236354 9:-0.102961373024608 10:-0.02721020092479416 11:-0.06284962634048108 12:-0.01797533363946678 13:0.02019858304882405 14:-0.017180461477336054 15:-0.04992628967969709 16:-0.01876687406229805 17:-0.0337814385418281 18:0.01274204261250618 19:0.055171738012741854 20:-0.005861577880350081
1 qid:14 1:-0.06333159089619253 2:-0.021197067378187474 3:0.10195570359141089 4:0.024367124715466003 5:0.07086000034132227 6:-0.09186203342848287 7:-0.027586438444196414 8:0.053607323539760963 9:-0.10418745572878671 10:0.023204836963840222 11:-0.09546053458822182 12:-0.00981873917238742 13:0.057305816802315876 14:0.0354271618535245 15:-0.04541433969335029 16:-0.022759894983231728 17:-0.01211242673535678 18:0.019993593199715186 19:0.06583040659204872 20:-0.003004274648165439
1 qid:15 1:-0.09596920071567977 2:-0.09056979932187824 3:0.05845546786527171 4:-0.05162272609199256 5:0.06485948876755572 6:-0.06660935006961613 7:0.10358170748634418 8:-0.10892804269282122 9:-0.07581186782954946 10:-0.03285995559023392 11:0.15488610257928562 12:-0.031192759748282534 13:-0.015684036010403503 14:-0.04986841783697757 15:0.09091534897485162 16:-0.014187785150977728 17:-0.04048155934207473 18:-0.07655898491801438 19:0.026096347402316453 20:-0.03394584741578181
2 qid:15 1:-0.09905738022439062 2:-0.10076459906942994 3:0.03044384020467129 4:-0.05211961187756444 5:0.07506099321018261 6:-0.08207786895496166 7:0.10624588991577211 8:-0.12176731959405873 9:-0.0667081575838665 10:-0.028237330103132806 11:0.15818083811440578 12:-0.02862997391307697 13:-0.0061750522747392456 14:-0.05113234266949944 15:0.07958905803030392 16:-0.032504519418770556 17:-0.05010300535795188 18:-0.05636287629550983 19:0.03397981433946533 20:-0.034759251601590366
1 qid:16 1:-0.030543476994822738 2:-0.1244958527335306 3:0.05124293289376858 4:-0.02507072793299664 5:0.055547923730269254 6:-0.06153620878617992 7:0.10096821482013346 8:-0.09436527002525492 9:-0.02212637128468983 10:-0.060683535983330955 11:0.13197244402481415 12:-0.014677246802603877 13:0.002219401589889399 14:-0.0764832240329546 15:0.05606576456940715 16:-0.02377538897435499 17:-0.055204624240172404 18:-0.09450358188749741 19:0.0611692865836826 20:-0.024657071592359515
2 qid:16 1:-0.06689105778745302 2:-0.10055977247508813 3:0.0615464895992866 4:-0.002277222502476006 5:0.06857167158191622 6:-0.06379185029803441 7:0.09338638248676008 8:-0.08085097553080271 9:-0.05809311971632991 10:-0.030477329998884476 11:0.15006711417245633 12:-0.025402709616493886 13:-0.013958892176611209 14:-0.06127878567434245 15:0.09022462864049818 16:-0.031183773699612154 17:-0.020659158293479724 18:-0.08761666260005557 19:0.028470976374628906 20:-0.041589407969560774
2 qid:17 1:-0.10708248668415085 2:-0.10610699038539945 3:0.0015324798291284428 4:0.02570472103820861 5:0.041925081426555245 6:-0.08520916246830981 7:0.1009620439500622 8:-0.08095217195368223 9:-0.06202546469741748 10:-0.04367569471671183 11:0.1693199028641495 12:0.021225514431613635 13:-0.0003500547015740079 14:-0.04007045082464289 15:0.07819789215006234 16:-0.010290365868065648 17:-0.0329359086428352 18:-0.0633395561797121 19:0.0479040741724619 20:-0.032300854651671734
1 qid:17 1:-0.029844729062313585 2:-0.12692980209211635 3:0.045688302549117606 4:-0.029333107433238678 5:0.05192997924487304 6:-0.05911375534643941 7:0.10245659954490415 8:-0.09244334297736562 9:-0.02776105159710814 10:-0.06484468896001352 11:0.12418526800131699 12:-0.0163171493099736 13:0.0032087512941215666 14:-0.06962815461443245 15:0.04782829514503388 16:-0.024744071315987 17:-0.05661080460583072 18:-0.09008189541192906 19:0.06066408663426187 20:-0.022996341864833954
2 qid:18 1:-0.10530729746974786 2:-0.11455227655015993 3:0.02124957391933972 4:-0.04378249287811589 5:0.04282398729933319 6:-0.08339254305428573 7:0.07909413841884612 8:-0.0986825436906173 9:-0.05714455020818507 10:-0.04651205816898217 11:0.15269894154491181 12:-0.047376008700111945 13:-0.009422362331332396 14:-0.06307388922563772 15:0.06374949172734015 16:-0.027577055621644697 17:-0.035779958254969935 18:-0.058037689961847536 19:0.052637736927216544 20:-0.008927089860619632
1 qid:18 1:0.0023810761109252995 2:-0.1435924894187813 3:0.06401773925961952 4:-0.03794623161152037 5:0.04965303216824086 6:-0.056119666335626345 7:0.11091945179482904 8:-0.07680538707810462 9:-0.024804470455369543 10:-0.05212658394706755 11:0.09507239469503585 12:-0.04120549061709238 13:0.003242709282474965 14:-0.07493968343171564 15:0.055649738866314545 16:0.011541963725131485 17:-0.019424241364321936 18:-0.053805590986691965 19:0.05446119842365307 20:-0.04271161420207838
1 qid:19 1:-0.10525128139034588 2:-0.03516029114145762 3:0.028827060447037256 4:0.00267997719623316 5:0.03777172309684595 6:-0.018501713957162352 7:0.058959691168646466 8:-0.08314699759476141 9:-0.043952143348250365 10:-0.018904590263247652 11:0.1178500778718524 12:-0.015808915798441167 13:-0.008136724163847059 14:-0.05353434546043541 15:0.06687289714206986 16:-0.0026812655541554042 17:-0.054132025124092334 18:-0.026203008505374582 19:0.041624326679106705 20:-0.0007673551240717814
2 qid:19 1:-0.07505207240154893 2:-0.1033511070893448 3:0.06635405695255578 4:-0.011581607963142962 5:0.0536708817780402 6:-0.0659298721692884 7:0.10021587716772226 8:-0.0817287232978168 9:-0.07068697012969424 10:-0.041015707499581555 11:0.1499206677697338 12:-0.03214778178804267 13:-0.026662565378760442 14:-0.05298888249612832 15:0.0945338009186501 16:-0.020042496780037042 17:-0.03523604956190691 18:-0.058547800466947075 19:0.019228668121255697 20:-0.03570840660192118
1 qid:20 1:-0.08153200020704293 2:-0.05059363255802651 3:-0.09942783141650272 4:-0.07373231840097434 5:0.11325432331010055 6:0.01563360710376257 7:0.02002708764604848 8:0.055886994765941264 9:0.021880688349376273 10:0.038382982530092244 11:0.0799244272361957 12:-0.014667088236025576 13:-0.04463529384256499 14:0.03474322668611261 15:-0.015066244733122834 16:0.0220201364057264 17:0.0006189366024990026 18:0.03126046860283825 19:-0.012342618196490976 20:-0.03054326328158693
2 qid:20 1:-0.10539928654047356 2:-0.05239775482627196 3:-0.16770787879382498 4:-0.09134328143673305 5:0.12268395307647725 6:0.04526272099565394 7:0.044525991276785734 8:0.09861064557062624 9:-0.004944871067745333 10:0.015348071435535602 11:0.059506761225154414 12:-0.043024943670143374 13:-0.059943079540359816 14:0.04025230145305625 15:-0.043568450455338206 16:0.0033199208131433084 17:0.019877415310002436 18:0.0151133409227637 19:0.010376346217486024 20:-0.04622309613340028
1 qid:21 1:-0.0664679996331482 2:0.01724121835727927 3:-0.09990810731374976 4:-0.0665280170751051 5:0.08238189941504184 6:0.049563557793388155 7:0.043858161771677166 8:0.039816918138601914 9:-0.004762845188756946 10:0.019907485393902833 11:0.013485063568350816 12:-0.04578511117614046 13:-0.008387376955183802 14:0.007715228896113922 15:-0.012475146809190832 16:0.061626827327501923 17:0.017311140052710366 18:0.013035571061799844 19:0.033063971863018356 20:0.004687640877957817
2 qid:21 1:-0.09887972497616879 2:-0.05326366132092392 3:-0.16194620215533395 4:-0.10290872808194441 5:0.11288440990290913 6:0.019479075059256813 7:0.04251629470139251 8:0.10316672566044507 9:-0.005665578775632602 10:0.01612680480483 11:0.05758130038582604 12:-0.03933242509712975 13:-0.0500115550400794 14:0.0549122952002976 15:-0.05119208521900946 16:0.01885710311660683 17:0.016448387859887927 18:0.028300145294287475 19:-0.014308043802227156 20:-0.036817638860698186
2 qid:22 1:-0.08555439676570867 2:-0.04022638787462013 3:-0.12901167065236552 4:-0.08679904726885836 5:0.11913664983643804 6:0.0342050852551728 7:0.03456581668607909 8:0.10779544072745703 9:-0.015912306753930103 10:0.03461141606208247 11:0.06442737545714064 12:-0.05363484974649339 13:-0.05581958500097038 14:0.037339719700550306 15:-0.039185992266491415 16:0.03609164147373701 17:0.00784295656698649 18:0.022603556047611575 19:-0.0036819684323342794 20:-0.041922086973150446
1 qid:22 1:-0.09158875667414851 2:0.03932906494479096 3:-0.065445984000726 4:-0.08430728495459325 5:0.0579934495911872 6:0.03959777082197945 7:0.035107501320237364 8:0.0696023225869285 9:-0.02523890878955459 10:0.01262917807126372 11:-0.0021811721313591548 12:-0.0013245031592529523 13:-0.023554976603588185 14:0.012276311071393488 15:-0.035400477554690626 16:0.04307450541209598 17:0.010018788249922679 18:0.021064364040791764 19:0.006574930147645014 20:-0.010970384611835911
1 qid:23 1:-0.06071653046577683 2:0.02688831011361205 3:-0.08388230543412527 4:-0.08252925440689501 5:0.07294887076939464 6:0.05913293024082121 7:0.025160518872873447 8:0.049506397269442795 9:-0.011231035657915835 10:-0.005085974926599884 11:0.010663340122218624 12:-0.03712768938838191 13:-0.028376428689240618 14:0.020865843772338633 15:0.006241094444304294 16:0.042685664232793324 17:0.015884628326547495 18:0.00407094352883253 19:0.01011549624428898 20:0.007627561865563751
2 qid:23 1:-0.09455225777277776 2:-0.08320129687122974 3:-0.15152785931254265 4:-0.10168053903112217 5:0.12956330449978326 6:0.03500146785294768 7:0.024737795272382235 8:0.11775229656673754 9:-0.0017691089366908355 10:0.02496549691993071 11:0.063137072104071 12:-0.05258092251592272 13:-0.05474253485477075 14:0.05028571555051898 15:-0.03293631736747422 16:0.012246496879462448 17:0.007485133508449792 18:0.017714283470990203 19:-0.010705490460446002 20:-0.04252824968738844
